ad_id,platform,brand,ad_format,creative_theme,cta_type,audience_segment,language,budget_daily_inr,bid_strategy,ad_copy_length_words,has_price_mention,has_offer_mention,has_expert_mention,has_urgency_words,has_emoji_in_copy,video_duration_seconds,days_active,month_launched,is_own_brand,impressions,clicks,installs,spent_inr,ctr,cpi_inr,d0_removal_rate,d1_retention_rate,d7_retention_rate,purchase_within_7d_rate,onboarding_completion_rate,avg_session_duration_seconds,install_quality_score
AD0278,YouTube_Shorts,Mylo_LactoMama,Carousel,Ingredient_Science,Learn_More,Lookalike_Purchasers,Tamil,5619.46,Lowest_Cost,11,0,0,0,0,1,0,20,Aug,1,53309,927,153,3618.05,0.0174,23.65,0.2889,0.2236,0.1505,0.0384,0.7075,164.77,59.45
AD0279,Google_Search,Healofy,Reels_Remix,Ingredient_Science,Swipe_Up,New_Mom_6_12m,Malayalam,1843.07,Manual_CPC,17,0,0,0,0,1,17,45,Feb,0,55380,1202,242,8239.53,0.0217,34.05,0.1736,0.2139,0.1349,0.0588,0.6658,153.58,62.07
AD0280,Google_Display,Mylo_Ovaluna,Lead_Form,Fear_Appeal,Swipe_Up,Broad_Women_25_34,English,1332.74,Target_CPA,23,0,0,0,0,0,0,57,Dec,1,579699,14027,2036,22814.03,0.0242,11.21,0.42,0.08,0.06,0.0278,0.4856,220.14,35.55
AD0281,Meta_Reels,Mylo_Ovaluna,Video_60s,Discount_Offer,Get_Offer,Broad_Women_25_34,Kannada,5025.57,Cost_Cap,8,1,1,0,0,1,60,63,Mar,1,409739,4539,649,5192.0,0.0111,8.0,0.35,0.1943,0.088,0.022,0.5519,159.0,52.08
AD0282,Google_UAC,MamEarth,Lead_Form,Fear_Appeal,Shop_Now,New_Mom_0_3m,English,862.48,Target_ROAS,21,0,0,0,0,0,0,20,Dec,0,340899,10020,1760,51990.85,0.0294,29.54,0.2353,0.26,0.1099,0.0656,0.5542,188.53,52.12
AD0283,Meta_Feed,Mylo_Ovaluna,Video_30s,Comparison_Ad,Shop_Now,Pregnant_Tri2,Tamil,1805.73,Lowest_Cost,25,0,0,0,0,0,30,43,Nov,1,42280,703,155,4782.56,0.0166,30.86,0.0956,0.4203,0.2466,0.0687,0.7392,191.99,77.57
AD0284,Meta_Feed,MamEarth,Static_Image,Problem_Solution,Swipe_Up,TTC,Hindi,2227.97,Target_CPA,14,0,0,0,0,1,0,48,Mar,0,117822,2066,404,8080.0,0.0175,20.0,0.15,0.4268,0.1624,0.0718,0.7,271.17,73.26
AD0285,Meta_Reels,Mylo_PregaPlus,Collection_Ad,Testimonial_Mom,Swipe_Up,New_Mom_6_12m,Kannada,4681.78,Manual_CPC,18,0,0,0,0,1,0,40,Jun,1,47572,588,138,3367.39,0.0124,24.4,0.1828,0.3996,0.2385,0.0545,0.8225,240.69,74.41
AD0286,YouTube_Shorts,Mylo_Ovaluna,Video_30s,Discount_Offer,Learn_More,Pregnant_Tri3,English,4183.8,Cost_Cap,10,1,1,0,1,0,30,63,May,1,79830,1120,204,4118.19,0.014,20.19,0.2035,0.3479,0.101,0.0578,0.7,154.43,66.12
AD0287,YouTube_Shorts,Mylo_LactoMama,Carousel,Testimonial_Mom,Install_Now,Toddler_Mom_1_2y,Marathi,1833.29,Max_Value,29,0,0,0,0,0,0,62,Nov,1,34979,279,45,1043.23,0.008,23.18,0.2199,0.2514,0.1137,0.0755,0.7537,223.31,63.28
AD0288,Google_UAC,Healofy,Static_Image,Myth_Busting,Watch_More,Lookalike_Purchasers,Hindi,1756.43,Lowest_Cost,29,0,0,0,0,1,0,25,Feb,0,469350,4283,901,13362.06,0.0091,14.83,0.1574,0.3614,0.1342,0.0318,0.5992,246.1,67.43
AD0289,Meta_Feed,BabyChakra,Playable_Ad,Discount_Offer,Get_Offer,Broad_Women_25_34,Malayalam,3254.61,Manual_CPC,26,1,1,0,1,1,37,28,Feb,0,151824,6209,1105,22009.03,0.0409,19.92,0.35,0.2403,0.1252,0.0417,0.6252,96.06,48.84
AD0290,Google_UAC,Mylo_LactoMama,Carousel,Comparison_Ad,Install_Now,New_Mom_6_12m,English,2860.75,Cost_Cap,14,0,0,0,0,0,0,5,May,1,588817,12041,2476,49602.61,0.0204,20.03,0.2988,0.2919,0.1579,0.0332,0.6444,175.79,61.12
AD0291,Meta_Reels,Mylo_PregaPlus,Video_30s,Problem_Solution,Get_Offer,Pregnant_Tri2,Hinglish,2245.44,Max_Conversions,29,0,0,0,0,1,30,15,Feb,1,496713,9481,1780,35600.0,0.0191,20.0,0.18,0.3851,0.1816,0.0636,0.7939,285.57,72.18
AD0292,YouTube_Shorts,Mylo_Ovaluna,Video_15s,Myth_Busting,Install_Now,Retargeting_App_Inactive,Telugu,5567.82,Target_CPA,19,0,0,0,0,0,15,37,Nov,1,1755,35,6,108.0,0.0199,18.0,0.2304,0.3783,0.2122,0.1298,0.8018,191.73,72.48
AD0293,Google_Display,Healofy,Stories_Poll,Emotional_Journey,Install_Now,Pregnant_Tri1,Bengali,3703.31,Max_Conversions,20,0,0,0,0,1,0,44,Apr,0,53939,453,93,1154.15,0.0084,12.41,0.1618,0.3361,0.1091,0.0515,0.7245,256.41,67.67
AD0294,Meta_Reels,Mylo_DiapersApp,Video_30s,Doctor_Expert,Watch_More,Broad_Women_25_34,Kannada,4734.06,Cost_Cap,12,0,0,1,0,0,30,18,Feb,1,66097,396,79,1622.94,0.006,20.54,0.14,0.404,0.3261,0.1128,0.8,232.08,85.28
AD0295,Meta_Feed,Mylo_PregaPlus,Reels_Remix,UGC_Repost,Swipe_Up,Pregnant_Tri1,Hindi,2656.11,Manual_CPC,27,0,0,0,0,0,20,35,Feb,1,363450,3595,595,7421.37,0.0099,12.47,0.1637,0.2619,0.0983,0.0497,0.5764,158.2,62.27
AD0296,Google_Display,Mylo_PregaPlus,Video_15s,Discount_Offer,Swipe_Up,New_Mom_0_3m,Hinglish,2307.23,Max_Conversions,23,1,1,0,1,1,15,27,May,1,421652,10670,2194,48122.71,0.0253,21.93,0.18,0.38,0.1605,0.0716,0.7,207.59,70.3
AD0297,Meta_Stories,Mylo_Ovaluna,Video_30s,Seasonal_Festival,Swipe_Up,Pregnant_Tri3,Hinglish,4365.82,Max_Value,24,0,0,0,0,1,30,26,Jun,1,317391,4265,900,18993.95,0.0134,21.1,0.1162,0.38,0.2143,0.0504,0.7,159.23,73.47
AD0298,Meta_Feed,Mylo_App,Collection_Ad,Celebrity_Endorsement,Watch_More,Broad_Women_18_24,Tamil,4647.7,Max_Conversions,21,0,0,0,0,1,0,28,Jan,1,9132,173,22,310.12,0.0189,14.1,0.4269,0.1637,0.0521,0.0187,0.5198,148.4,35.82
AD0299,YouTube_Shorts,Mylo_App,Video_15s,Ingredient_Science,Install_Now,Toddler_Mom_1_2y,Hindi,4421.93,Target_CPA,30,0,0,0,0,1,15,18,Jun,1,406798,8135,1593,21734.73,0.02,13.64,0.2085,0.321,0.0966,0.0547,0.7481,224.15,65.53
AD0300,Meta_Feed,Mylo_LactoMama,Video_15s,Myth_Busting,Shop_Now,Lookalike_Purchasers,English,2540.04,Max_Conversions,20,0,0,0,0,1,15,61,Feb,1,256800,770,150,3481.13,0.003,23.21,0.3067,0.2989,0.1467,0.0315,0.6528,145.91,59.65
AD0301,Google_Display,BabyChakra,Video_60s,Fear_Appeal,Book_Free_Consult,Broad_Women_25_34,Hindi,868.81,Manual_CPC,9,0,0,0,0,0,60,30,Aug,0,549018,10583,1777,23227.53,0.0193,13.07,0.193,0.1957,0.1509,0.0361,0.7474,228.86,62.06
AD0302,Google_Search,Healofy,Playable_Ad,Fear_Appeal,Install_Now,Broad_Women_25_34,Hindi,2197.63,Lowest_Cost,17,0,0,0,0,0,34,16,Dec,0,71521,2333,443,9869.37,0.0326,22.28,0.2421,0.2096,0.1371,0.0536,0.631,145.38,58.05
AD0303,Meta_Stories,Mylo_App,Carousel,Testimonial_Mom,Learn_More,Toddler_Mom_1_2y,Hinglish,1076.08,Lowest_Cost,15,0,0,0,0,0,0,7,Oct,1,301298,2971,536,8392.94,0.0099,15.66,0.1871,0.3026,0.2058,0.0586,0.7149,190.13,68.09
AD0304,Meta_Reels,Mylo_App,Collection_Ad,Problem_Solution,Shop_Now,Pregnant_Tri2,Marathi,4487.09,Max_Conversions,30,0,0,0,0,1,0,11,Mar,1,259376,2544,505,14574.18,0.0098,28.86,0.1019,0.3999,0.2418,0.0903,0.737,211.27,76.81
AD0305,Meta_Feed,Mylo_Ovaluna,Static_Image,Myth_Busting,Install_Now,New_Mom_6_12m,Hindi,3979.01,Max_Conversions,16,0,0,0,0,1,0,48,May,1,41734,736,132,3466.58,0.0176,26.26,0.2839,0.3171,0.1883,0.0388,0.5759,219.15,62.66
AD0306,Meta_Reels,Mylo_PregaPlus,Video_15s,Product_Demo,Get_Offer,Broad_Women_25_34,Hinglish,1721.95,Lowest_Cost,20,0,0,0,0,1,15,72,Aug,1,497131,8452,1724,41701.39,0.017,24.19,0.1832,0.2703,0.0969,0.0282,0.6855,252.88,62.96
AD0307,Meta_Stories,Mylo_Ovaluna,Playable_Ad,Emotional_Journey,Sign_Up,New_Mom_3_6m,English,6778.37,Max_Conversions,29,0,0,0,0,1,29,11,May,1,303816,5706,1242,31797.71,0.0188,25.6,0.1502,0.38,0.16,0.073,0.7322,275.43,71.75
AD0308,Meta_Stories,Mylo_Ovaluna,Video_15s,Product_Demo,Swipe_Up,Pregnant_Tri3,Telugu,2918.5,Target_CPA,11,0,0,0,0,1,15,25,Oct,1,53865,729,150,4476.73,0.0135,29.84,0.18,0.3938,0.2802,0.0618,0.77,218.46,74.84
AD0309,Meta_Stories,Healofy,Video_30s,Seasonal_Festival,Shop_Now,Broad_Women_25_34,English,1284.89,Manual_CPC,15,0,0,0,0,1,30,72,Oct,0,324691,4617,843,7872.76,0.0142,9.34,0.282,0.1564,0.1166,0.0335,0.7255,197.34,56.19
AD0310,Google_Search,Mylo_Ovaluna,Collection_Ad,Before_After,Sign_Up,TTC,Hindi,1308.61,Max_Conversions,23,0,0,0,0,0,0,22,May,1,212984,7521,1670,57757.3,0.0353,34.59,0.18,0.3887,0.2121,0.0634,0.7,192.47,71.88
AD0311,Google_UAC,HealthKart_Women,Reels_Remix,Fear_Appeal,Get_Offer,New_Mom_3_6m,Tamil,1578.97,Max_Value,29,0,0,0,0,0,20,72,Apr,0,67076,803,183,3660.0,0.012,20.0,0.18,0.3742,0.162,0.0891,0.7568,246.19,71.23
AD0312,Meta_Stories,PharmEasy_Baby,Carousel,Seasonal_Festival,Get_Offer,New_Mom_6_12m,English,1356.83,Max_Conversions,26,0,0,0,0,1,0,41,Jul,0,570957,4580,931,23674.59,0.008,25.43,0.2374,0.334,0.1527,0.0222,0.713,195.91,65.46
AD0313,Google_UAC,HealthKart_Women,Video_15s,UGC_Repost,Install_Now,TTC,Marathi,1408.54,Lowest_Cost,11,0,0,0,0,1,15,32,Dec,0,79937,1513,307,6140.0,0.0189,20.0,0.18,0.4335,0.2202,0.0936,0.8677,164.38,76.79
AD0314,Meta_Stories,Mylo_App,Carousel,Ingredient_Science,Install_Now,New_Mom_6_12m,Bengali,922.02,Lowest_Cost,29,0,0,0,0,1,0,20,Jan,1,88065,1091,221,4094.78,0.0124,18.53,0.2475,0.2214,0.1372,0.054,0.7937,213.49,61.88
AD0315,YouTube_Shorts,MamEarth,Video_30s,Problem_Solution,Shop_Now,Pregnant_Tri1,Kannada,2333.21,Lowest_Cost,15,0,0,0,0,0,30,45,Jan,0,21532,255,51,1379.54,0.0118,27.05,0.3295,0.2155,0.1917,0.031,0.7984,255.85,59.94
AD0316,Google_Search,Mylo_LactoMama,Static_Image,Discount_Offer,Learn_More,Retargeting_Cart_Abandon,English,1708.15,Max_Value,18,1,1,0,0,0,0,12,Oct,1,875,43,7,84.69,0.0491,12.1,0.2418,0.2812,0.1479,0.1399,0.68,138.31,62.77
AD0317,YouTube_Shorts,Mylo_DiapersApp,Video_30s,Fear_Appeal,Sign_Up,Broad_Women_25_34,Hinglish,696.73,Max_Conversions,30,0,0,0,0,0,30,57,Sep,1,615642,7266,1426,24685.69,0.0118,17.31,0.34,0.3371,0.1241,0.0227,0.6504,137.53,58.21
AD0318,Google_Search,Mylo_DiapersApp,Lead_Form,Product_Demo,Shop_Now,Pregnant_Tri2,English,2675.29,Max_Conversions,15,0,0,0,0,1,0,53,Aug,1,102256,4290,719,26862.84,0.042,37.36,0.18,0.26,0.1033,0.0983,0.6,282.68,55.08
AD0319,Google_Search,Mylo_DiapersApp,Video_15s,Emotional_Journey,Shop_Now,Broad_Women_25_34,Kannada,588.52,Cost_Cap,22,0,0,0,0,1,15,66,Jan,1,295285,3213,612,15815.34,0.0109,25.84,0.2236,0.2798,0.0835,0.0785,0.6781,132.45,59.59
AD0320,Google_Display,BabyChakra,Collection_Ad,UGC_Repost,Swipe_Up,Broad_Women_25_34,Marathi,5353.46,Max_Value,25,0,0,0,0,1,0,62,Jul,0,1643605,4273,727,14574.39,0.0026,20.05,0.287,0.2047,0.1088,0.0543,0.7928,147.14,57.99
AD0321,Meta_Reels,Mylo_PregaPlus,Video_30s,Product_Demo,Shop_Now,TTC,Hindi,4590.99,Target_ROAS,21,0,0,0,0,1,30,43,Feb,1,600290,8167,1485,32765.01,0.0136,22.06,0.18,0.38,0.2023,0.0593,0.7,282.54,71.18
AD0322,Google_Display,Mylo_App,Playable_Ad,Product_Demo,Swipe_Up,Broad_Women_35_44,Hinglish,647.47,Cost_Cap,11,0,0,0,0,0,34,17,Sep,1,412917,11525,2412,61439.27,0.0279,25.47,0.2798,0.3115,0.1617,0.0179,0.6481,166.8,62.4
AD0323,Google_UAC,Mylo_PregaPlus,Video_15s,Problem_Solution,Learn_More,Toddler_Mom_1_2y,English,1756.34,Cost_Cap,30,0,0,0,0,1,15,7,Nov,1,622343,11136,1993,36068.19,0.0179,18.1,0.3197,0.1926,0.0893,0.0524,0.6017,195.45,54.36
AD0324,Google_UAC,Mylo_Ovaluna,Stories_Poll,Emotional_Journey,Shop_Now,New_Mom_3_6m,Hinglish,3282.77,Cost_Cap,26,0,0,0,0,1,0,34,Jun,1,151366,1583,305,6831.94,0.0105,22.4,0.18,0.38,0.2173,0.0802,0.7336,175.7,72.46
AD0325,Google_Search,HealthKart_Women,Reels_Remix,UGC_Repost,Watch_More,New_Mom_0_3m,English,3066.54,Target_CPA,12,0,0,0,0,1,35,28,Mar,0,603994,23380,4816,116191.81,0.0387,24.13,0.1134,0.38,0.2658,0.0942,0.8142,212.77,77.39
AD0326,Meta_Reels,BabyChakra,Video_60s,UGC_Repost,Swipe_Up,TTC,Kannada,2710.47,Target_CPA,21,0,0,0,0,1,60,64,Dec,0,49310,169,37,740.0,0.0034,20.0,0.18,0.3718,0.2383,0.0607,0.8723,274.68,74.17
AD0327,Google_Search,Mylo_LactoMama,Lead_Form,Ingredient_Science,Swipe_Up,Pregnant_Tri2,Hinglish,4174.67,Max_Conversions,11,0,0,0,0,1,0,18,May,1,618910,19243,3404,96129.35,0.0311,28.24,0.2716,0.2568,0.16,0.126,0.6,315.8,53.96
AD0328,Meta_Feed,MamEarth,Video_15s,Testimonial_Mom,Sign_Up,Broad_Women_35_44,Hinglish,3224.57,Cost_Cap,12,0,0,0,0,1,15,13,Dec,0,474429,6430,1358,26010.03,0.0136,19.15,0.2081,0.3747,0.1748,0.0552,0.7318,257.7,69.62
AD0329,Google_UAC,Mylo_DiapersApp,Stories_Poll,Before_After,Swipe_Up,TTC,Tamil,403.0,Lowest_Cost,20,0,0,0,0,0,0,63,Mar,1,326305,3310,671,13420.0,0.0101,20.0,0.1734,0.3368,0.2228,0.0657,0.7512,279.99,71.03
AD0330,Google_UAC,HealthKart_Women,Video_15s,Discount_Offer,Shop_Now,Pregnant_Tri1,Marathi,5370.49,Cost_Cap,22,1,1,0,1,1,15,57,Feb,0,60609,1778,321,4052.4,0.0293,12.62,0.3521,0.2119,0.0796,0.0354,0.6425,159.8,53.99
AD0331,Meta_Reels,BabyChakra,Video_30s,Myth_Busting,Install_Now,Pregnant_Tri3,English,3578.61,Lowest_Cost,28,0,0,0,0,1,30,31,Oct,0,86547,1742,363,10264.87,0.0201,28.28,0.18,0.38,0.3008,0.0694,0.7,259.64,74.04
AD0332,Meta_Stories,Mylo_DiapersApp,Playable_Ad,Fear_Appeal,Install_Now,Broad_Women_25_34,Hindi,1423.34,Cost_Cap,21,0,0,0,0,1,20,7,Jan,1,440217,16048,3185,79643.07,0.0365,25.01,0.2229,0.3366,0.0851,0.0263,0.5556,212.1,62.19
AD0333,Meta_Reels,Mylo_Ovaluna,Static_Image,Emotional_Journey,Sign_Up,Broad_Women_25_34,English,5288.64,Target_ROAS,12,0,0,0,0,1,0,53,Apr,1,470399,9159,1842,40231.24,0.0195,21.84,0.3117,0.2482,0.1692,0.0271,0.6555,142.96,57.62
AD0334,Google_UAC,MamEarth,Video_15s,Ingredient_Science,Install_Now,New_Mom_0_3m,Malayalam,5188.26,Manual_CPC,25,0,0,0,0,0,15,6,Jul,0,60983,1132,230,5639.3,0.0186,24.52,0.18,0.4109,0.244,0.0554,0.7868,203.59,74.65
AD0335,Meta_Feed,BabyChakra,Reels_Remix,UGC_Repost,Swipe_Up,Pregnant_Tri3,Hindi,4090.02,Target_CPA,23,0,0,0,0,1,35,44,Aug,0,464787,8195,1799,48163.22,0.0176,26.77,0.18,0.4587,0.16,0.0523,0.8094,205.6,74.56
AD0336,Google_UAC,Mylo_PregaPlus,Collection_Ad,Emotional_Journey,Install_Now,Pregnant_Tri3,Hinglish,2306.59,Manual_CPC,29,0,0,0,0,1,0,50,Oct,1,1873050,7492,1559,31180.0,0.004,20.0,0.1475,0.38,0.2541,0.0892,0.7262,211.26,74.63
AD0337,Google_Search,Mylo_LactoMama,Video_15s,Testimonial_Mom,Sign_Up,New_Mom_6_12m,Hindi,756.37,Target_CPA,13,0,0,0,0,0,15,31,Jun,1,232429,5450,1004,27918.52,0.0234,27.81,0.1992,0.3621,0.2281,0.0742,0.7028,242.45,70.84
AD0338,Google_Display,Mylo_App,Carousel,Emotional_Journey,Shop_Now,New_Mom_6_12m,Telugu,2896.59,Target_ROAS,26,0,0,0,0,1,0,63,Apr,1,22374,128,20,490.68,0.0057,24.53,0.3183,0.1543,0.1343,0.0245,0.6233,243.7,53.79
AD0339,YouTube_Shorts,MamEarth,Video_15s,Fear_Appeal,Install_Now,Pregnant_Tri1,Tamil,1772.43,Lowest_Cost,28,0,0,0,0,1,15,59,Aug,0,8398,167,32,512.28,0.0199,16.01,0.2169,0.3524,0.1786,0.0302,0.7877,241.2,68.77
AD0340,Meta_Reels,HealthKart_Women,Video_15s,Product_Demo,Install_Now,Pregnant_Tri3,Marathi,4385.05,Lowest_Cost,16,0,0,0,0,1,15,35,May,0,22653,371,83,2687.45,0.0164,32.38,0.18,0.4543,0.3299,0.0895,0.7708,258.98,79.2
AD0341,Meta_Feed,Mylo_Ovaluna,Stories_Poll,Problem_Solution,Swipe_Up,Broad_Women_18_24,Kannada,2562.22,Max_Conversions,18,0,0,0,0,0,0,49,Sep,1,68112,491,88,1320.0,0.0072,15.0,0.35,0.2437,0.0682,0.0117,0.6492,103.76,38.12
AD0342,Google_UAC,MamEarth,Static_Image,Seasonal_Festival,Learn_More,Pregnant_Tri1,Hindi,4517.06,Lowest_Cost,13,0,0,0,0,0,0,50,Aug,0,159182,1308,241,5684.81,0.0082,23.59,0.1995,0.314,0.1571,0.0511,0.5939,228.26,65.03
AD0343,Meta_Reels,Mylo_App,Carousel,Problem_Solution,Learn_More,Pregnant_Tri2,Marathi,1527.8,Cost_Cap,30,0,0,0,0,1,0,48,Oct,1,74275,925,195,5321.97,0.0125,27.29,0.1696,0.4759,0.2819,0.0708,0.8948,244.07,80.42
AD0344,Google_UAC,Mylo_LactoMama,Playable_Ad,Emotional_Journey,Book_Free_Consult,New_Mom_3_6m,Hinglish,2497.89,Target_ROAS,29,0,0,0,0,0,42,16,Nov,1,275421,8178,1663,62708.18,0.0297,37.71,0.1126,0.38,0.2011,0.0896,0.7,232.79,74.03
AD0345,Meta_Reels,Healofy,Video_15s,Comparison_Ad,Swipe_Up,Broad_Women_25_34,Marathi,3721.29,Target_CPA,16,0,0,0,0,1,15,23,Sep,0,1309311,3002,503,6951.01,0.0023,13.82,0.2986,0.2795,0.1767,0.0578,0.711,148.14,61.55
AD0346,Meta_Reels,Mylo_PregaPlus,Carousel,Doctor_Expert,Shop_Now,Pregnant_Tri3,Telugu,5973.69,Cost_Cap,23,0,0,1,0,1,0,53,Dec,1,86760,562,126,4371.72,0.0065,34.7,0.08,0.52,0.3218,0.151,0.92,310.07,94.28
AD0347,Meta_Stories,PharmEasy_Baby,Lead_Form,UGC_Repost,Watch_More,Retargeting_App_Inactive,Telugu,1268.23,Lowest_Cost,14,0,0,0,0,1,0,52,Nov,0,1146,39,6,43.85,0.034,7.31,0.2256,0.26,0.1237,0.1187,0.6,189.52,54.51
AD0348,Google_UAC,HealthKart_Women,Lead_Form,Seasonal_Festival,Install_Now,Broad_Women_25_34,Telugu,5963.72,Manual_CPC,11,0,0,0,0,0,0,52,Nov,0,45435,767,102,1000.28,0.0169,9.81,0.3801,0.1971,0.051,0.0392,0.5326,243.39,42.27
AD0349,Meta_Reels,Mylo_LactoMama,Video_60s,Problem_Solution,Shop_Now,Broad_Women_25_34,Hindi,908.91,Lowest_Cost,12,0,0,0,0,1,60,61,Dec,1,102590,1129,208,5321.79,0.011,25.59,0.3333,0.322,0.138,0.0378,0.5593,172.46,59.58
AD0350,Meta_Reels,Healofy,Static_Image,Celebrity_Endorsement,Learn_More,Broad_Women_18_24,Marathi,5915.07,Target_CPA,11,0,0,0,0,1,0,68,Sep,0,36009,602,95,855.81,0.0167,9.01,0.3955,0.1,0.03,0.025,0.5401,196.19,35.06
AD0351,Meta_Reels,HealthKart_Women,Video_15s,Ingredient_Science,Swipe_Up,Toddler_Mom_1_2y,Tamil,2536.2,Target_CPA,25,0,0,0,0,1,15,47,Aug,0,76414,708,125,3208.71,0.0093,25.67,0.2398,0.298,0.1128,0.0394,0.6922,215.89,62.91
AD0352,Meta_Reels,MamEarth,Static_Image,UGC_Repost,Learn_More,New_Mom_0_3m,Hinglish,6972.24,Lowest_Cost,17,0,0,0,0,1,0,71,Mar,0,353211,3377,696,23512.52,0.0096,33.78,0.0807,0.3131,0.1487,0.05,0.7,307.96,70.18
AD0353,Meta_Reels,Healofy,Video_30s,Discount_Offer,Swipe_Up,New_Mom_3_6m,Marathi,1531.22,Cost_Cap,25,1,1,0,1,1,30,15,Jul,0,74021,1574,355,7100.0,0.0213,20.0,0.18,0.4281,0.1707,0.0605,0.7437,156.83,72.89
AD0354,Meta_Feed,BabyChakra,Collection_Ad,Doctor_Expert,Install_Now,Broad_Women_25_34,Hindi,1232.12,Lowest_Cost,8,0,0,1,0,0,0,61,Apr,0,446085,2184,503,11588.39,0.0049,23.04,0.1721,0.3291,0.21,0.0885,0.8486,320.55,78.19
AD0355,Google_Search,Mylo_Ovaluna,Lead_Form,Comparison_Ad,Swipe_Up,New_Mom_6_12m,Telugu,4386.4,Manual_CPC,30,0,0,0,0,0,0,10,May,1,50257,1864,244,7005.57,0.0371,28.71,0.3589,0.0846,0.0549,0.0499,0.5808,187.21,39.4
AD0356,Google_Search,MamEarth,Collection_Ad,Ingredient_Science,Install_Now,Broad_Women_25_34,Hindi,3345.0,Cost_Cap,16,0,0,0,0,0,0,69,May,0,241943,4604,733,18848.96,0.019,25.71,0.284,0.2337,0.0877,0.0658,0.6806,169.62,58.52
AD0357,Meta_Feed,BabyChakra,Collection_Ad,Ingredient_Science,Swipe_Up,New_Mom_3_6m,Tamil,1483.23,Cost_Cap,12,0,0,0,0,1,0,51,Aug,0,569577,9526,2118,61784.37,0.0167,29.17,0.18,0.4128,0.2558,0.0685,0.7424,206.67,74.71
AD0358,Meta_Stories,Mylo_LactoMama,Video_15s,Testimonial_Mom,Install_Now,TTC,Hinglish,3906.11,Max_Conversions,10,0,0,0,0,0,15,69,Apr,1,275790,1980,441,13604.39,0.0072,30.85,0.1368,0.4,0.3,0.0811,0.8563,263.52,78.64
AD0359,Google_UAC,PharmEasy_Baby,Stories_Poll,Product_Demo,Watch_More,Pregnant_Tri1,Hinglish,3288.62,Target_CPA,11,0,0,0,0,0,0,41,Oct,0,498417,3560,604,11401.16,0.0071,18.88,0.3048,0.2952,0.1331,0.0407,0.6855,212.54,61.09
AD0360,Meta_Stories,Mylo_App,Video_30s,Testimonial_Mom,Install_Now,New_Mom_6_12m,Malayalam,2342.59,Max_Value,15,0,0,0,0,1,30,42,Nov,1,77594,859,156,3864.48,0.0111,24.77,0.2462,0.3414,0.2017,0.0756,0.7736,196.31,68.69
AD0361,Meta_Feed,Mylo_DiapersApp,Carousel,Emotional_Journey,Install_Now,New_Mom_6_12m,English,2345.41,Max_Conversions,26,0,0,0,0,0,0,27,Jul,1,302468,5682,963,24689.12,0.0188,25.64,0.2576,0.2051,0.1851,0.0542,0.7003,232.54,60.91
AD0362,Google_Search,Mylo_App,Video_15s,Problem_Solution,Sign_Up,Broad_Women_35_44,Hindi,2398.31,Target_ROAS,21,0,0,0,0,0,15,55,Jun,1,245422,6730,1236,19886.79,0.0274,16.09,0.215,0.2281,0.1782,0.0479,0.7023,163.27,62.99
AD0363,Meta_Reels,Mylo_Ovaluna,Video_15s,Problem_Solution,Install_Now,Broad_Women_25_34,Hinglish,6808.04,Lowest_Cost,29,0,0,0,0,1,15,38,Oct,1,453877,7167,1511,14062.15,0.0158,9.31,0.1549,0.283,0.1445,0.0325,0.6154,191.34,64.85
AD0364,Google_UAC,HealthKart_Women,Carousel,Product_Demo,Learn_More,Toddler_Mom_1_2y,Kannada,2083.78,Target_CPA,17,0,0,0,0,0,0,11,Dec,0,10032,177,34,578.79,0.0176,17.02,0.2965,0.3532,0.1535,0.0615,0.6335,190.88,63.99
AD0365,Meta_Stories,MamEarth,Lead_Form,Myth_Busting,Shop_Now,Lookalike_Purchasers,Hinglish,4112.0,Manual_CPC,24,0,0,0,0,1,0,39,Oct,0,508337,11950,2079,19790.61,0.0235,9.52,0.2889,0.1069,0.0869,0.0195,0.398,196.76,40.44
AD0366,Google_Display,BabyChakra,Static_Image,Before_After,Install_Now,New_Mom_6_12m,Telugu,5804.39,Target_CPA,8,0,0,0,0,1,0,3,Oct,0,82609,1604,330,4059.64,0.0194,12.3,0.196,0.2767,0.141,0.0362,0.7424,172.46,64.9
AD0367,Meta_Reels,Mylo_PregaPlus,Static_Image,Emotional_Journey,Swipe_Up,TTC,English,2667.66,Lowest_Cost,18,0,0,0,0,0,0,23,Jul,1,228286,4991,1031,24141.63,0.0219,23.42,0.18,0.433,0.1931,0.0764,0.8197,190.74,75.04
AD0368,YouTube_Shorts,Mylo_Ovaluna,Playable_Ad,Emotional_Journey,Get_Offer,New_Mom_6_12m,English,1744.09,Manual_CPC,27,0,0,0,0,1,33,27,Apr,1,475238,9504,1733,62039.86,0.02,35.8,0.2559,0.2343,0.0934,0.0333,0.5517,234.44,57.25
AD0369,Meta_Reels,Mylo_Ovaluna,Reels_Remix,Myth_Busting,Swipe_Up,TTC,Malayalam,5202.03,Manual_CPC,9,0,0,0,0,1,22,4,Mar,1,33748,498,110,2200.0,0.0148,20.0,0.1458,0.4167,0.2347,0.0731,0.8213,229.52,76.61
AD0370,Google_Search,Mylo_App,Reels_Remix,Product_Demo,Shop_Now,TTC,Hinglish,5237.42,Lowest_Cost,21,0,0,0,0,0,32,70,Mar,1,520998,12740,2771,63093.43,0.0245,22.77,0.18,0.3193,0.2422,0.0817,0.725,303.96,70.59
