platform,brand,ad_format,creative_theme,cta_type,audience_segment,language,has_offer,has_expert,d1,iqs,source_dataset,d7,d30,lift,platform_e,brand_e,ad_format_e,creative_theme_e,cta_type_e,audience_segment_e,language_e,source_dataset_e
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.19700508121124757,0.10780427175655354,0.4337666340717476,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.16911931912575648,0.08217859889311023,0.4359895067295617,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.23249213535513003,0.1560244481459095,0.5457770584951608,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Tamil,0,0,0.45,80.0,09,0.17507609944540078,0.09994602227428526,0.19880095433794479,0,9,5,2,8,34,8,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.1783699526077865,0.09120581996240208,0.6691368751236452,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.26123594141653933,0.13774916107924953,0.7341631693521631,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.24783434714969774,0.16005662758160596,0.48556297914039037,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.1620508365459025,0.09391144804878047,0.4590342511284083,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.10127194965228058,0.046590839849417975,0.3152768285594516,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.15260214680083545,0.08016333209235356,0.3299476970498239,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.19333669727564257,0.08698918541175957,0.48858034505125925,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.17647091734362966,0.08129169950925434,0.3709696764519518,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.16989166967630456,0.09609466953526863,0.3949869437562635,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Telugu,0,0,0.45,80.0,09,0.16538363479671953,0.08798317432394671,0.3463882774410746,0,9,5,2,8,34,9,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.18398876031372446,0.07644175963167975,0.6233636568208868,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.21251407418106733,0.14689928732847846,0.9121020678116687,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.2004111351935835,0.1339020693201568,0.526536705456977,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.23244355149746515,0.13035204605215714,0.5723933876895847,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.11182747374240803,0.05384452117464368,0.30130057715900543,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.15344617331107316,0.07499208199077267,0.43435715286163656,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.19420981729726622,0.09284232875448255,0.5735763382659125,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.16275640362151542,0.07843474290431177,0.3671544279997394,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.2180955399833577,0.14980514598790762,0.4530233936255979,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Hindi,0,0,0.45,80.0,09,0.15671582129644335,0.0769274468780743,0.3422590199413459,0,9,5,2,8,34,3,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.24839296003347874,0.1256166823256059,0.5596979197811257,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.2432940645609047,0.15889496216940927,0.7779899262292865,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.24431284601769068,0.14306425559138006,0.4236215335598902,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.21957905599889369,0.14712846850244093,0.4647181882894228,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.09602764166056545,0.04272748305139579,0.38267448089230877,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.1695930568149827,0.08104516790598941,0.5152636354080629,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.2086678380967259,0.10401516343002996,0.488633851156408,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.1444608754081017,0.07539219137454245,0.5816630164459063,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.21346220919290654,0.11520898788660829,0.41533682075964273,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Tamil,0,0,0.45,80.0,09,0.21440119524686224,0.1050163756658156,0.3086441723273804,0,9,5,2,8,34,8,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.19047990106123902,0.11410990496521535,0.7151955000521559,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.25604743507391436,0.13877732916013774,0.6932636677094233,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.23625986106146596,0.15164273486368493,0.5414999495430322,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.2040427224432175,0.12751572706084868,0.4638961657561706,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.08762741751494106,0.045822678707485714,0.4021955398055851,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.1315559167681114,0.07059565346067019,0.4547546329756982,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.20370283827801405,0.0893631326201931,0.3353481631278754,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.15536632523041538,0.0686227349193595,0.44815605587483454,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.22057951450853325,0.13932761246839495,0.6860737439864355,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Telugu,0,0,0.45,80.0,09,0.1982576117557523,0.105887235544706,0.3266939655976174,0,9,5,2,8,34,9,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.21009111136556566,0.11428758073742089,0.6874833429898586,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.22818158379519682,0.13648813153407494,0.6942383142096343,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.19388319267734444,0.10512501165609157,0.5400596486484915,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.26418938191304703,0.16708924513730875,0.524522681020503,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.09315357889243057,0.0458399612481765,0.4688685287114831,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.16707169050819637,0.09071563217397799,0.4117681778541066,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.1998059992233073,0.10194648921659834,0.29650401268056265,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.18014238200895455,0.06970049900365702,0.5463625869892197,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.2068683706565821,0.12400349999444757,0.5894319803471462,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Hindi,0,0,0.45,80.0,09,0.1989188331845482,0.07679749569332606,0.3471179699502204,0,9,5,2,8,34,3,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.2306500263878037,0.13065600999005975,0.7874277344190888,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.23542898710923896,0.14308216491919193,0.6257955514215917,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.2501424924836421,0.13808797393215405,0.5140521116818062,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.25004959892626916,0.1874271452591729,0.48330561462868854,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.07857474303492946,0.0407685352151769,0.44257891106025293,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.12498420316530207,0.04632835850797093,0.3999541207736493,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.1822923997410721,0.09535601455306177,0.6252132554201895,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.15310183763949595,0.06883757903165627,0.5545246549018854,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.2104249334966834,0.11533709138657548,0.533178376411201,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Tamil,0,0,0.45,80.0,09,0.19015788562356656,0.1012694280179222,0.2757684705457898,0,9,5,2,8,34,8,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.17466065193041383,0.08389728126709864,0.7626887116348767,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.2431184736778193,0.1559499092750847,0.7535259200594773,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.22784090518606756,0.14256261466746292,0.6047417912241925,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.1694796040817951,0.11206724763444822,0.4352070158820115,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.12054857269800352,0.05204472086219695,0.42756507913671954,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.1974174096577084,0.10477479752647319,0.44789676544298274,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.15766191395279666,0.09002852999859995,0.4355192866473228,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.1131996428293859,0.06394299355982724,0.572128654174333,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.20354527019362648,0.11327477037312984,0.6100152649682828,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Telugu,0,0,0.45,80.0,09,0.15148367567550416,0.07839188342973293,0.26151729056303585,0,9,5,2,8,34,9,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.192471246045941,0.09819084455506759,0.7003213922385481,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.26266186476993697,0.16149210116240043,0.6152624952979202,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.24067414617723323,0.14686978494682312,0.5097526799992494,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.2327465209119141,0.12553766817983314,0.46949922398733107,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.09496179401684124,0.04626029717536257,0.3100008886772534,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.16849532664994918,0.09533262429633921,0.44247642028292616,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.1941801760194454,0.09896700938220762,0.3993955084729308,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.1652511409124942,0.08602449733787997,0.45891899635866706,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.21903917936800807,0.14385613557287222,0.3861722612158094,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Hindi,0,0,0.45,80.0,09,0.18933297498599713,0.09240694963017844,0.28028592297354676,0,9,5,2,8,34,3,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.17868501367316095,0.09155866673158723,0.6982045197497587,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.2226208851257974,0.1375567621583023,0.5976593902204875,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.20865913190971525,0.12238636013902768,0.48448268404346023,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.23234886728999077,0.14430286531882072,0.43710384562983146,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.06657341430578356,0.03779604849377677,0.4700870875027501,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.1278267996921749,0.06443063183899173,0.4783971708586883,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.16906654739968044,0.09151850295344974,0.5412592019329345,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.16479513930811626,0.06334087188681502,0.4047088666250448,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.1886614092490132,0.10323202803287108,0.438547564838538,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Tamil,0,0,0.45,80.0,09,0.18931614142507133,0.09145567846071542,0.35867955217249314,0,9,5,2,8,34,8,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.17971124755124995,0.09077228549610056,0.7073150674760404,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.2540416006358788,0.15369293045303495,0.723578174630221,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.20599783745347608,0.13417822623213263,0.5986570170814169,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.2073998524024254,0.14952040612027723,0.3806163145349588,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.10722931093299838,0.05154613072904034,0.3284877132999525,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.14911619599376316,0.06552956981323546,0.42573498359019757,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.2156955206413178,0.10567465453066094,0.5469996827156178,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.17175295627770462,0.06283718983231051,0.4082720814638656,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.22164433515012785,0.12724935514007213,0.4733041088441514,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Telugu,0,0,0.45,80.0,09,0.21630111805276375,0.0831816077125315,0.43132643051824904,0,9,5,2,8,34,9,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.18881597045879087,0.09384171874524301,0.7353469087457092,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.22873106879984428,0.14386143481849592,0.7237536110481578,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.22735272931490375,0.13952360221969917,0.5060427300256838,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.2037083510244519,0.12384639185564882,0.41498807579820174,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.10316853858174446,0.049932831542808136,0.3880208970365882,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.1853984543261873,0.08420120427594036,0.4640553872074548,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.21401116488304772,0.11190739635278198,0.6498371614871514,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.16709583981252518,0.0965653222498162,0.5262177546465577,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.19319691036032852,0.11295224624719523,0.5933301963823577,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Hindi,0,0,0.45,80.0,09,0.19378199441182575,0.10855768103578393,0.35313290164821404,0,9,5,2,8,34,3,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.19851459006299654,0.11337885366324346,0.8104322546589816,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.2431447277714311,0.1473119361723573,0.7923925274940259,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.21662145627861337,0.1403694473234913,0.5089567830086518,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.16868191625394882,0.08517864699205234,0.43860391231855617,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.08709482702968235,0.037805493859765636,0.3029029413012059,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.18044600094429375,0.10190487057555334,0.4827788518303199,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.17912892078934334,0.10365593612546414,0.6094592445455671,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.11136955580871426,0.05612269442650237,0.5584297042818914,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.22957315882212118,0.11852102245721681,0.41559922109193503,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Tamil,0,0,0.45,80.0,09,0.15434765792020333,0.07099797193302439,0.4677329899115921,0,9,5,2,8,34,8,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.14379997744536108,0.07123490086957465,0.5117496442885889,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.3075772053092922,0.19019058840672023,0.7742410269605855,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.2060275303673667,0.1267230154643806,0.5350546360149253,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.21265036968454998,0.10198713360760414,0.48555215864395224,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.13051069316299468,0.049907708310070444,0.3414543005011651,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.151292953051746,0.08544214208869856,0.4691621556863387,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.19467438364943196,0.09098604508138933,0.48874252154899456,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.1619207201669322,0.06526986719647818,0.530260988552565,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.2216631887670813,0.12883986201286637,0.45447982240070217,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Telugu,0,0,0.45,80.0,09,0.1559389507673381,0.07274188709919023,0.3007618615359723,0,9,5,2,8,34,9,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.16214036499199458,0.0700978325345476,0.7240591677339001,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.21308417173097866,0.13456995943716743,0.7403816064765996,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.22031822238916557,0.14292083063758068,0.4459930327784745,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.2199150623525292,0.13785431334046971,0.6096062103964525,12,13,17,14,13,19,1,2
Facebook,FirstCry,Carousel,Discount,Shop Now,Parents_0_3,English,1,0,0.15,35.0,09,0.1038306891099414,0.0510094776668941,0.49173291619230475,0,6,1,5,13,19,1,2
Instagram,MamEarth_Baby,Video,UGC,Shop Now,Eco_Moms,English,0,0,0.3,65.0,09,0.15354755803525091,0.06871559186305533,0.42959212710725214,6,20,17,31,13,4,1,2
YouTube,Pampers_India,Video,Emotional,Learn More,New_Parents,English,0,0,0.35,70.0,09,0.15240384090038428,0.07871782007664571,0.5789155836475705,12,34,17,9,11,18,1,2
Facebook,Huggies_India,Image,Lifestyle,Learn More,New_Parents,English,0,0,0.34,68.0,09,0.16249070699797882,0.08167801046661748,0.33078901208681677,0,15,5,18,11,18,1,2
Google_Search,PharmEasy_Baby,Text,Doctor_Expert,Book Now,Health_Moms,English,0,1,0.55,90.0,09,0.16796833725505256,0.10753896755912647,0.4390907251501897,3,36,15,7,0,6,1,2
Facebook,Healofy,Image,Community,Install App,Vernacular,Hindi,0,0,0.45,80.0,09,0.18622535193087925,0.093248737316756,0.25674529267205204,0,9,5,2,8,34,3,2
Instagram,BabyChakra,Carousel,Testimonial,Install App,Expecting,English,0,0,0.4,75.0,09,0.17651834398920066,0.10265263704075861,0.6860351575540364,6,3,1,28,8,5,1,2
Google_Search,Pregakem,Text,Educational,Learn More,TTC_Women,English,0,1,0.6,95.0,09,0.2414841236766861,0.14684827678212659,0.8233010051285437,3,37,15,8,11,30,1,2
Instagram,HealthKart_Women,Video,Ingredient_Science,Shop Now,Wellness,English,0,1,0.42,85.0,09,0.22623938475379493,0.1344617855151053,0.6860759470616182,6,10,17,17,13,35,1,2
YouTube,Himalaya_BabyCare,Video,Heritage_Trust,Shop Now,Parents_0_3,English,0,1,0.5,88.0,09,0.20354040988080535,0.11481137634149018,0.2868113399100156,12,13,17,14,13,19,1,2
